tracking_id,event_time
503bd2aa22957ae0f079f9e84b89c43d5e52b96d,1499584969
750cac20d7d0be3a8b78b6c7035572b217501b0f,1499348226
bf86a0b3f2fd987f595eb5e3df10bd75ea3507a8,1499348939
61ec0d5854ed1621fec3cd84c4489aaca85e4ffa,1499347123
34d182a78ba744b3a84cc4a0a3ec770679ce7eac,1499494876
d2a3ef12f3d9d1b443858c30e03a57f7a57a5c30,1499346940
ecb1f13f482d2d1366f56844cdea49fd2214ce8a,1499379273
b99f23ea18bce6d7f4ff319d47ca0c6fd325a588,1499320228
5b27ac3f24dffe60e97234e9e94aa81c4843fd35,1499378681
9e028aa593ff746593a243b5130be396aeaecd7a,1499328771
6adb0dc114847d2c813c110b3055c553728fd4e2,1499588927
5d59db769675713fd283512aa98440c43bed2cfe,1499351836
0e122b1c89f6e495319f9db4880f2d474725bb70,1499573969
c4ee8a4d430a0d704afeffbd80fb6fef1257c56a,1499573209
446ff8456ae3bb6eb037022755fca8d019da6c40,1499587899
52c1e721798a110eae511d3905b350e17468b2bd,1499587864
d6e2b5944645ac2184567799ac9d9a45a0a5f35b,1499323542
7ec4c25aec41221aece65bc156f66bd4593bbd3b,1499337753
ad6c30d1a64104c798b7b0a8e8191ef329ca8590,1499480022
6fe01c457cb7250dd8292a052dfb89bd68dff279,1499573764
5c5e4397c57fd3bc268748b4f6bffbcc450e2477,1499579121
4e6c4e8c4429559f77c0f27db8066ba433e783bf,1499588154
50325c1af8948d3b652af390218c8a38eaa2f129,1499492682
c098af688b31659a67c069b00ba1835b5a53dad5,1499586381
12032003f556407e3369ee6042e3bec8f3ff79ce,1499484346
b533e7e97c7180b304e90cf6adddf03c7b47737e,1499494380
a51dd9f416c9a080e2fb5fd9c398835540405b84,1499557635
7de6666b110241aab1e243e46815f0aeb5f6e768,1499321752
9eaf3a85374f2ad44d208ad10d5efc497d3431aa,1499328310
283010781ea4334bbdeb87666e94198e499763b5,1499502934
8c9855945a3d6617ce9cd46a0e42a45a6ec1f744,1499324614
676cf999841065b6064ae5fa917923a13f120413,1499328026
49075f5e817f61f105ec8572dd3f02e4689a3d82,1499552606
19812c87c38634980735c30230ff630345e59d37,1499378796
3811d0a8a73b8b6d320ac32850ff04fd7a6102e5,1499557715
67896249978917eb4585cfec94dc5ea0e39cbd05,1499560739
27fbf5dbe9658e304f4c7342d05e6fd1cece1ad9,1499349170
a6f199ea724c5fe4195f77a00a6ceba07093e7a4,1499651468
d2a6618f80766b33674a9bdb49c103c9505df648,1499581961
b1845dc6e4dd38fa234641815a2f49b6377111cb,1499588304
db58089ba6cf5a318a5338b8c157f52fc1451ff2,1499654657
dc2584c038fa65590cadd61d62dde3b7e861fb85,1499322751
e2110a89cf2f681abf9f66a1c51be36102ceceb4,1499328437
621d1aba80199124a051dd00efd4ab6fec2e1b06,1499492780
c7736d17661ef47dbc1225979b626d86e6e533d3,1499503715
3582df35b464aa9fc2a663af22251546f7d18aa8,1499584398
476f1c6c7fc5aac7a1f4efa5dd48fc8e9875930b,1499313819
d9e4a7949e1dc1d7c2ec63dcccbff7ebe73ee9ab,1499480051
148e87e54a7bbb941d930d24385a584a7f2883a0,1499570517
7f946a6e964c827067cfde0f8029dc2ea23f6c7c,1499579036
9645adf88be3b3b930275bd4f722b10dd729b566,1499579123
d63245461046e4bcdbede245c1c9d785fab4c809,1499341249
d6af5eed82a41fb7011e08214667af2ec26b643a,1499349924
d8a3567fbd36c03c5d7e6580a57fb0165229a31b,1499350663
5aa85beb3f7f9586def5f5c782e48c157f968849,1499477744
83467add64eafc6e14664d18e859a1bbc5ef67cd,1499502586
b7a149d754862b948b7616026844c086b1ee6787,1499562315
7e1ed13621b046ef8bef4da50715512498d573f0,1499573560
b4d2a4611b330db0ba929b201c0af99028f3b941,1499557933
eeb5d3b1f8566454de021f797dcf0134497dc94c,1499328812
e85d314563223eb66bea422b38fe617643e3fc2b,1499570142
eb484ecca8ea6a613560df8da9a9693fa48293ec,1499345928
ab3cd8813af57ee9d3391a6beabb334b5ba143b8,1499492597
8ab636d9968817251f8894b86584408acc2070dd,1499494913
afcb31e3ec914c94291a020396c88fe5284dd0e5,1499479848
5eacb356e50b5e554d1d8d86885868727c9ffdcc,1499651306
251f68b35e07a7307bdc1e76abb73e794d2f2348,1499324466
a4f68fbdda1d53530730b786167cbb94b8d5df91,1499337958
148723edb94eead24b8cc919beb5ffe9e50e948e,1499483893
567c8f7eb14911c396e488ac987669153538c104,1499582243
e0e165ecf7038cfbeda5b79b1c89f6770116045f,1499651682
767aeb3bd190e22747cf5f4056068d4b235e094b,1499321088
05e182caa76da6883ff4373a7ec6dd6ee733142d,1499332180
facfc835545a5dc9a98dfd0aee734be95de72502,1499494961
9bb4e19aeb41b3dd33e65701dc1bde7b7e8005b4,1499588256
bba71efd3c05889895760f992f346121a789dadc,1499478017
0d36e6e79a1c00be41e733b06046347ee5dc5476,1499565884
a01e5ed4cddc3070ebc2427159b3782de9fc83ba,1499566064
dc6861c13c5f4c246c358316f7fbb1f0a11b05b3,1499654986
2ff2a2679dcc620dccc0103188bb2a573689db91,1499324425
88f1a7f0f420f330f05de3b9cc6f5e9c1dd0881b,1499324716
3e381113b8c1c5b9de8a2077e08f1ae24876968a,1499547097
cd9c4abd19a3354d392f38e66f940a9d2af6ef01,1499562308
3106a313e34fa4c2736d6767c45e391673d2f941,1499566003
3d48ecc69bf1092d5a8dd8ea15d60d626a60930a,1499573281
37c055a35d4115ce58b4c3c3f4fefb2f6d04532e,1499588686
3aeff0cb8af9b2c6873d0e55b42bc5e946dcfe01,1499324443
ed72ae72074963fd1737e2e8c1162c08246546c9,1499324426
3d757bb59de0adcad887814f9783b55d8f364fc9,1499340280
be3f9cf2d55063c7b5b0b82f95287d54c8c37e9a,1499480220
d2b79d73b58ca2ead5aac11e21d0d8f1001aa9b5,1499503217
0931e69ad676dddc43b782059c47603559533883,1499574080
d0eb8578676146184afdcfd5f1c728c48ab3ec7a,1499582111
964003efecdf0b6ffed546a4022778490dcf4622,1499581934
5a45606c881b9682584426625b4da029f44eae6f,1499651602
38097ce672624cb8081205e05d10c22ec5e18222,1499324756
d3565deaa1a8777c17920711b421bebd1b85d3f9,1499477713
49152a6f9d2d337698fda928b33140aefe28c521,1499553933
d591c166282945d8bf3077659c62c0d2741d28f3,1499573232
b82bd1842f91b7fef30a4822890d9055e880384a,1499324536
4160fe5c03d04ecc501aaeca4a19779c999ecc61,1499502877
9e7651248dbbeba4c0fe62d84749a9d9de927be7,1499655512
e50d400297faa9faee877692384eecd7ef03c33d,1499378970
945768e4470728341def062ab813762d154fe011,1499547504
495a9a4a1fd8a44eeab00ca9792935fe9c5fdc66,1499554039
cfe4161bb09a80d2a6943fd0bda7f1eea8d4bdad,1499570455
1e139856cb7c2b10db1bad24666a9d3f3fa24b1e,1499331698
aad9c387a5802f7386c274062cb159103b914926,1499331820
f0fc5d199c406ec025fde58b44e32198a1b9bed8,1499378940
6c61461068bfbd762ce772993e250b90756dd31d,1499554058
bc08246a395625e74cce0055c06ca02ad44b7f8c,1499570732
cdfca508dbffd58d644da6b1f6f2062acaffdf6e,1499588355
a5af2efbc8feb3b3d4496df89c726d475a4e897c,1499566013
768062ef1b4c6eb6be58e40b668f2c3c9875fd51,1499484202
3c8c4a5bf6c155ae373041c13dc2bfc665eef7e0,1499484513
9be06a37daa5dfb87871913703329e70f25e56e3,1499584966
144a9e361d7acb54dd4d9fd78140cfb97c625b71,1499340702
9a33c895d3c5cce001022e9a6ed958ee027999bb,1499559816
cf4cb2cfc34d70c57f9a01338c7b649220ed7433,1499331906
432128b9a680097c6a23c1367ff4308be849de93,1499492062
04e7fc3ba955f3770c00426eac4ce20dbf7002bc,1499494545
ba2c37744f4cd9cdee7c2eb5c7a231440cc2a1c6,1499378720
816de9c92ba76ecd4fa778cd56ffbd525a4b83f2,1499483679
8a14eef2b7e3cb1bf7c4b284ebbab1f63e5bea6d,1499563187
eefc17e5d892770c882f661d13b65bb40a033896,1499648292
ffc6ca88aee0e992c9a054b7ae18ed56287eae85,1499556278
d80253ad527799226b7c6b3589558ee124da8deb,1499547432
80bd28e720639a57529fd45b6049999f9bf632b1,1499575038
51baa91bb33a1d2bd0cbf561b3115c34eafd3da4,1499585091
118d5b596c2977430f56e30201526c281586e183,1499332036
97c5d7989cd79d731532ccc8fe75dbacf8f1b0fc,1499480317
f1c30c7190e6fe3411eb9ebb224b998b96051020,1499563111
b91dd20a37317c88eb6002d9591b6e2b42a69846,1499566129
a0c7a71f8bd8329f3f67fedfeccc75708e1e5d1a,1499582165
09c7e1a0c3137eba777b5409e2bdb2f23939c4b9,1499328855
97fec04c2bb8c70bc2dd0e66f2e9ca6261d928ac,1499563301
00a41b6596dcdfaf76cc8bc50f4c19b4c00ca49c,1499651817
a0be1c814a8e2ccf34caaf0998928a90a32bbde3,1499655522
3412b2f0355994acef52b06352fbbe509fcf0009,1499322595
9894581d30238f2dd0d15ef867e712d753e9fa48,1499503207
6720a5e77d1025d83edea5fb263f5d522f8d378f,1499569848
ecd2e4cf37a6ec1d610280e8ccaa5de230a823c5,1499650660
7e89c131428e1368cf6a6edceb7e0d12b2918296,1499478104
7bfca8da205499bfd795f36bab612e360644169d,1499562272
96b5cb56a4f3d601e29658a2d485eb10ce472f9f,1499579022
02cad8903f853a2deb486f714adcb09b97a7d353,1499651603
525afc2768e4a8c9a6c6cc342ffb8610bcaa501c,1499350223
f15610d76de73b27ab0a16705ef940a9090ac5f9,1499477951
6b9b3fac3acccb9efdc88463c3d15ecc9c194b60,1499483434
29c989655c8976a17c10c21b6ef32d879ae824ad,1499559163
0ee687453ee971d79137d95cf5361f233bafffde,1499565906
0d4b7370229735d7e5c620741710d20a4c53036f,1499565843
403ff737db21846a4cc3531c4320be9cb743a00f,1499582199
02cbb26e701e477165c4f9a2447d548fdad0e9ef,1499651272
42092f61fd18ff833fc92fa4478753fee5ea49fb,1499313790
844deb8f0972b76684d32a2bfc7ab8f0ef9f5fad,1499349013
f8cba509fa828a0fa4b79fc877e3212fa6ae13ab,1499477459
bcb8fea0da0ad6e70c6a09150bbba153099b43fa,1499379017
d9cbf74fc0a6e34cb3f0e3c7bb03b00fbd327fd6,1499554583
98c39a64047bafde63814ac51a4f4bce1b6631da,1499561233
09a11251601c9c1bc8ff4d94d70bf65490a4f14c,1499570548
c40b6e514edc4959959f1f1ae194db4e95ecebff,1499341303
6388a57a60af92634937dcf4940f08890bd57728,1499478130
8b07486bd59c003ed7d466ec270905d1d4ac860f,1499480213
d030e876d70ac9c871e0f135df125a05d2254d67,1499562383
d12bd485462b437225d6b86d8dc5f6ff915596c8,1499557361
a1808d163c29a8c01285c88131477d7393ab02b0,1499562321
f043b70945c6c2bb0726c9a752e4245596ee767d,1499570427
50e7607349eb8fc3c4c37ef9d7a025e60531273f,1499588030
833e1389fafa56c9fba464b81d88a7769cfd98ec,1499588155
e35876990b1b5164b41b87ca525508e125f999d8,1499336932
696168aa42425ee40bcf50e1dfa0192776046d94,1499477945
ff540fe4970bcc56da8e8d84fc378d9815fb329b,1499562728
4af678ec5c358f20d064c4ae57d530682da7702d,1499332376
1e1f133ac23d345c40bc114acfa081d8f1deb5c0,1499578348
eb3473125363d7dd1c24d7afd7f213ab0e3906e1,1499503332
c88c1e3a0d8237938db8aa1f6f70e33a3c821b6b,1499585381
b4879ac3e35e8e6440e3adba5f8b6ca6f8e2bfc0,1499503088
ea349fa64154de5bcc482137960e5a8be88f4804,1499560636
525d39ecb216e7765ae8caaf5586275190d0fc2f,1499570270
e80e0ff66c18c47ab7af2cecdef6f83143e78e99,1499655293
7ff0700ceb53d0af42ab70728f0df74dd7183d36,1499348017
e8cdf2fc30deb7e33b311f501b3ddae4de2e3066,1499479944
766b556572df1592f83ec8010141b81f45dfbaef,1499492513
aec69356b3f8aa58182286afc7a2a0dbb0975ba8,1499574104
9c33d7acad3f8ede8ddda84d39ebd1acc60d0e45,1499324596
ac600a8773f1593c3358fbfeda33d156ee177c18,1499332226
209f0e12c24542d29329766de077303b4244e77b,1499560572
df6f46cad78f4c9466136eb6b91cffba81f7ced6,1499582244
e7897acb40b132dd246a70070ef00d4ddbabd92b,1499342050
0012fa89690fac5d418eb301c74b25612bdb2616,1499348093
8bb941de41b2c64ad01e047125bd26dfcc4330c1,1499494579
9834120caa40f60cffc77571e7a4c4c6383dc179,1499559390
e8c01812b12241daee637c924474acb6ab2ab6a0,1499348149
dbf6d1a0707a5335cb048bc6dc32b56608ef2e4e,1499479802
d6cf977adfbdf199e066e5f70bdcf280f9c9bb12,1499494139
b3753935417378eb6a497a37e5be348d8cfeb411,1499559663
c2885d971ab5ad215fe822c043330c34a41010f9,1499574705
222a6dc7bae5b869031077d6ac264f98d9777488,1499346949
e7183e716917a26e5cf7e38c439fba6abe6a7569,1499478465
f88d98a127f19e6612789666fa06256b8010e333,1499492020
a2f9df6daed2add0bf1f25bab52ae39013382d58,1499502724
33f3dc35c4cff383ebe29f0fb667b39f1f7faf14,1499559654
f1ec3f9751ec2be3c1431762c6d722b95ee11e0c,1499342139
aead176823a9cd48b0db7b834e924220bfc6759b,1499484093
44570506c67f52225dc65a3dfc37bb0f42920226,1499553787
e9918ff099164f4092fed5851a9ce912f846d544,1499579059
ebccf1e6fe2e30526c30bc0fed62cca3e079bd4e,1499379056
71a1e4387d0464e5379873a152cccc5343270d70,1499494170
38391c7e926da395ef1c3081d6851c1f1cd68db4,1499314428
640c02fc1aeb41f6035ea02f3a7cfaabd1076233,1499336088
82c9114ab702be7a0fbdc2da8a7385f3cd4c1d44,1499345873
637f20297a7d1bce6d739f412fb6738db9d3a423,1499478848
6715dab7a96a6ed6effd84c7dbfa8be7ddf175fa,1499547447
463df30b78e7d1544bebc712c265a2f3e1d08dc5,1499562810
9582c48c2c8e2cd545e374c5ede93bfa72b59f96,1499565837
0bc666d1d22600bf7e3cfbdb757dca7aaab06ae8,1499570266
b90762f5512194cea36c804e428c8ea0f8764530,1499483347
6a183f29489302038a017d8977482ca7e31ce6f6,1499484070
b2c5c7af88ec049ced6a9742f05da31b7d6d6bd3,1499484255
5787516eacec4cacd2c911278c8da4ebc549088c,1499554252
ecbacb9ccbb528baa69c1892db6a9b477dc32d73,1499579026
5343e753c7955bc59473cd40e863b0f29d23dc55,1499582001
49b4b713a87cedc419ce69c203ba9ddc17fbd9c7,1499584428
d88f43120a029a282633ac2e01886a29ff2dd089,1499321490
2635608884686292f9f6b67cec5e6b0af3567e57,1499581831
4106ff7a54c7f94c5efc9f7c80dabf498147bf30,1499323662
d4caa774bc1f16ec573fd052e285f0d67e2e04e0,1499332187
c71f6dc4495801ce950ba5795fb22b92c4c2c537,1499494983
9ff6f8b533568e2f5fe81aafcbcd23fda678cd62,1499588521
a5994a50f9890a968c726bef284a33f4f79ad59c,1499377639
bd5112c2826cfb02c1d7c4b06f638c4b7b73c21e,1499566166
44c59fe44adc9b27cf52af26e864effc25fb1888,1499324786
682dc48cff059d2d23659117f98111d686dd7a49,1499328028
2609924841a91e0e07ad68b54979b09ae2c79a19,1499382495
258343eb356117b362a311f4ed4fb9bb152fc195,1499552996
36ea59fc89361b36f7858c5a0ae9fd7fa15b4400,1499320573
ed7bfa9f0bb6bcf486e8d5be40e25e403308170f,1499328849
f365b4c30b9c44e0f44298b34878c90925230e35,1499352338
bf1a43469c44eae76cc4c561514b0b63979563fd,1499574980
f2e3f5e51462383fcbab646e9f46054fd21b11f2,1499573837
1d216a7a4b4be0740a5c33ae5941915f1330f63b,1499322708
2ae33d489fc88e4d4d79825cbf2fe9ed17ec6d16,1499328342
f2a76289e20f0a0312eab8c3297a3213dff30e15,1499502981
1cf8f1c25cfb24347d2a50a99c69097dce886896,1499349928
24b95e290f7f8397c736ab96f0c67cb692c7f9e4,1499350962
762633fc574f4121caff2bf6461a36e8c6e898af,1499382165
d212b17d7fb55db02c553d16cb65c18cf3a4f683,1499477792
343a8183b3e96ab4dc03b9f4b4bd41efdbff0471,1499503261
6144d9a4ffb2396f0be3abf6e02762c571211531,1499562371
d0cbeb1ea34ed7ce78cd1649c51ad7c38617365a,1499573855
b948c43f07bc92878c09e45acb9a6c8a0ab6452d,1499314118
938db12824fa848543939877b996183c8e0933bc,1499349476
ad672ea2ed6e06b40660b889670678f97cacce32,1499382378
e2aeaad517707a2be2c620af7cad28dbb3b3175c,1499477475
fc8873311f65396c7e83936ec9251932445f39fc,1499478170
9893c922b89439a7eca0aaccd8154bb0e1a24a7d,1499562396
c2beb62a394357985c38c4457638950325acd542,1499562323
7e4ba6f0f92e352b4057abb98eebbfcbca5abd7d,1499386157
de4a6d63a902d1bd82885b4cc5a3707c234bfee7,1499570539
e1585dd3df7c66fff4e55abf62d48057c28e1284,1499588083
500d2ae80e8e589d59c6b4f4c4fe8a3a3c7f109a,1499379172
d62443e2a27847b23f48cd1ab1ce34aa6c14e80f,1499484229
606a96183aa71a6fb6af458fdf2734d0be64aeaf,1499563206
43d23fd500e2ded2ff33e1338c4972d81655ada1,1499648319
09581f30f5c097979e944a089a82f392cf628da8,1499323727
4505eff9c6cb7c585afacdaa128d41e928b8e70f,1499480028
d313d91629ef9d7861e5b903ef848e3730601b1b,1499573800
53c3bfa851a2e6d6b0f2d0fab7ec38747816dfc4,1499579131
606897699b27e242512eeb097fa417b4bbf47a10,1499588239
9bcdc47a38cfac343661a61cd47b234b790e4f37,1499329862
350f340b0c27eb32bb9e299a8a9eb79d3a21fdf2,1499563472
e045ca13e91a4f22e8d3e900a5f2024b43dc4074,1499372147
3be28e6c54d89bb08851f13e7f4c416e09b9b4ad,1499374973
f13ef99adeaf8b1f2a01a353a46e03cca1e13ecc,1499379191
8eced3628c16933a8ef0bdb0c837ef6fe1cec306,1499554293
c7e8f2880679bc8669ba89d6f40a16bd3384057e,1499492829
d0c684357655a18fcdf20595b6c6730c75b97e49,1499586384
2a970c1c186e0bd2303b341e48e152bce23743fe,1499570624
9bf6fd094eae87b8e0ac14a4392f3101adf940ee,1499588368
0633290d6e635872f9c4008af68933e5cff633af,1499331675
ffc4da8a7b546ce71a2b5dcfc110e7248ce6877d,1499352364
e1ec856f8e2391289fdc2f741506c3420c20c42e,1499378710
8f361a9f86c61f968ce76de0af8bcc428cf9a81a,1499477997
69acbf3a71763e850f69ebd7ecb9cc66483fdf45,1499483460
79b9ae80b548aa435a378e7eea02418100165ef5,1499559166
411b8498f6bc299acc2f77874ab40ef913d2154f,1499480310
9cf861a2f5931394755ffc97d04c776c45f82282,1499558003
0f871f17450a88997697caaa920dbb9b6a35aba6,1499566464
88936d3f2622a80405a6852214a0d9276e284aa1,1499565940
b94ecd1df6160cf63ecd2d482440bd72063eed69,1499582222
c79676cd02f3b9835314a5dc792ebdb3dac3bf69,1499651424
f4bfea29739537f49a958d548ec4c26fceb843d5,1499382389
1205699de1010510c1a68e68eca84d35120eb0a5,1499478022
789c9c897de7befd33db9287e57b1b9c16c22a2d,1499565898
c916bb3664e0f99751aeec7f927ec384e75c5f3f,1499566090
5e28c5648d27d0f728a7d0c2257638a1f3640429,1499655179
3f1dfcbc59ca795e1e86f520c78639d0158847e2,1499379618
270347db4538a63aca4f0e8b17b67fb7973ba94b,1499494173
89f81e49df23195280c4ac494b29f0576bc07cc4,1499323439
00304ee9a23bc74b2c09b38d2ff0b883cab3aec8,1499323423
7739f133482e01a12a91d9f5880f74ca04e98d1d,1499382423
0d9afe4726adc208ad06ea0f47e520e645d314aa,1499322941
2e6a017289bb89804ccb2e793ca45cb73050d91b,1499581959
f7f0d0d8d7f77d21502edd25984f3a657f9231a2,1499373791
2e2fb5ace6e422e494cc2dbfa36b02fa4b0f3dbb,1499492966
1020f9de0edbeabc9c7ba65e1d09b955dcf6f885,1499494601
30e60288d7226120c1e883d88980101f0802a1e5,1499379137
9e97f3106b1b6f660486ff643e47c79141283fde,1499554595
71abe0c5aaf1319cd9b25bd3bde078b98b79c53e,1499570657
5e1aaa9abd173a8f90f86d61ac9f386fe52afae9,1499588650
fc428551ff869b1915406ed695535ece0b977192,1499331735
ec781e0bae250d3f6603e4dbabafa6fe2b2974da,1499479975
2ac0efb0c55c3cf14f2782e11d6957638268ffe6,1499480022
87cccc0ff9789612f979ce6bfb2379d39fc7cb17,1499566461
4d51b281c0f653ad50c6562b3d549413818f0a9f,1499582263
ed59ae1aa843a0a4d72fa11a2980f01da6d12b7a,1499585158
a36a4d4f6fd1953abc1d3f3b9f8dc5bf28fcbe5c,1499349403
7a11eb505e72c449083e87b471e7e3b4fba5d7a1,1499371055
c141aac51a90aba598ad1f52a74900fa23a881da,1499382750
57bd3840f9843ae1aa7dd6f98da630d24eb52ff2,1499484145
4d10e28fff620ba5873e30fd758e439de52c6032,1499582036
fc69d4bd7fc32eb9b5faad2d05907626afcb8afe,1499554177
50eadef389420db5893e8931d62ce5b3e082719e,1499589046
f0293a7c7eabff1779ff69da2ca49c03091725a2,1499579084
17e91000b0adcc4ea5251720b90b24e55145318a,1499654737
5565000571ecc2ff95556bdd683c0ba2b4b0cb01,1499372234
28b8eb5aa775ac9c2ce8469c80fd3b8de9244800,1499382459
9ce7bd0e1c7faee7f1244fbf2ea81724d5a2d4c9,1499337809
1b0e1a84ed28a8d6a8751e0666f330bf8831a84b,1499477976
2ce94a39bd7bfdfaf8bccc4e352a0a6aaa69a0ec,1499562962
9fe9a8234ab82f4279c0669ce7ba820cd5050ec2,1499578715
8de54b5214d184f16899fa8554a19a35323843ef,1499558121
ae4f796bc114c65c5d856ec2e09f6634a1459187,1499585404
8bfdd8bf350cc9b2c2886bc7e40cf932ae7fc9a7,1499570502
5fd12254ca9605036e300b2502f1df19631d277d,1499314462
d207e93dbfffd55bfad771cbf14058e597ad08a7,1499376768
4f56ef0d942bfe37c561b2dbf0de3cc43e856071,1499383423
045a6234298804a52b70f83fcc5d455e600ea120,1499480163
4fd4dd2cc0b56c08c3f52e9e1b0afbe25d16d8e1,1499570573
439da5996b64ab71056a7a8d247b81b45ad22715,1499579126
662f320b86ddf0ab5b2031c70d5a7c678280b309,1499324449
1ce18c73f429ef8bc93e905e4e6c2f4e951c9640,1499579143
d07026d372e01b6492a6e52a34074808c7659f8b,1499324431
9f807e5722fc9b337683abb3cac3c75c69d14b58,1499340337
842368d3c55c2f30fb219698337c0716ac483f6a,1499480230
0e79fa72c71d40bbc11ae865061ef8954255eb01,1499503261
b0ebdd4ce49c03b51cfb1e875024f0ea38dd86f1,1499574168
9a73ec230622cbb4c09bc7fcabed8833b11f92d9,1499582136
c852010d411216873236086db8ecd124301e210c,1499348266
2368c407e1edcb0fa6c9099a0b0ba6e08cebbb63,1499479965
b0d3eeaabaf114b35ce3b86f2052398e15e17a19,1499484223
010bb3c1779833a069c8c4a161e44a29d1962a1c,1499492562
7c1524aac58d63ab13f5b32295bca2b892566f97,1499484596
d9bb83dbffe74f7ce3be4ae2683b4900dd4e3b7d,1499574932
e624010c085fd83c70cd89cbed8fa5ef08a767af,1499581976
038e22cd20b56d16256a710a5c50bcf8c8189c91,1499585321
3a986d4d42d6f7d4e65bb877f6e8bc83f1c65979,1499328887
9bbd5c999edba91f0f8f31df1ab467298647c28b,1499352257
f966ea0327994881eb6f4b8e5c2341942b839942,1499375033
bfd681c889c3cdc5193e4c55792c00deb220f084,1499371070
80590526ae642974be0e8fd5f7eb410f8df63cff,1499492707
4a1523331fe05856a217cf8ba6fb4229566421bc,1499651621
781dd6da668d9b582ee6ae3d5d8c3669036efde9,1499494937
236c269659a456f5ebc57ce845361d0986a0be18,1499324516
8b2f650a2b6039f561a09dc6bb8b1cd922227e20,1499328503
f6a43d2c266eb6b759a5234088e39f34bdbcf9a2,1499579105
81a90faa01d4a855a8ab464bd16f22315a32b108,1499328113
9388f73733167028fe434acd3bef889e5ea0196f,1499332094
720fce7eae6f4a407250be7e256699add13bd203,1499480318
82dd25f769761a8f5e50ab67d6ad49f2cc7c74df,1499563404
86c89b2a5149c7100e8397983f773bfec15502d1,1499566576
859ee1f1e53b9a27d1ebe63abdea6a14a2cc63cb,1499582204
c1a762ac2a886e7a9d5548a22b0b117858415b4d,1499348895
10e89dd5b9ce250e8009e20a05244dd1718092e6,1499371597
74a97e333199f7f15a1d4239299d73ffd4cc071b,1499375936
9744a30b05504f6c3cb59d2f619b111601c571ba,1499479902
0624ac6d774e35e321f7feb40a3a1d75d9440c38,1499494513
ee55b3f95b39c210853200fb61c47e9fcbc0cd25,1499559769
2d248c2727b559919c2f095492606d4c16608b79,1499575022
a659b2cdb9bda918b7be6fae9d9cc18b683cf6db,1499323048
d2359d4df2af12193cef38c719ad14fb8e3a4773,1499328649
0e787df389d95b0bd9f10d53bec1cf0d0d36ea5e,1499367739
e9b284fef9c87f15360cdba6e454c4748962e821,1499377105
117f7fd1673dad1cc0eedae70cf095bcab24b9e5,1499557620
22b11f878701917b29d6b5216555b3fd3d9f6f56,1499493033
4618feccf9c41ed85d7b788a624a775ed48e6473,1499503800
6c49a43fabe7777b5a6a8a68317f782400144162,1499584592
